Flag,Time,Tweet,Source,Link,nTweets_in_Cluster,nSource,BestSim,AveSim,nFeatures,nClusters
0,"('2015-08-15 00:46:03',)",‘I’d rather birth a baby than do this’ ,newscomauhq,http://t.co/gcbfjDpavy,10,8,0.370732608,0.335722445,52,39
0,"('2015-08-15 00:56:02',)","RT @MarkMaske: Can Drew Brees, Sean Payton and the Saints regain their winning touch after the Jimmy Graham trade?... ",washingtonpost,http://t.co/xfhZgtBtAV,11,7,0.388415337,0.302623801,52,38
0,"('2015-08-15 01:06:02',)",Disneyland's fabled ride 'Adventure Thru Inner Space' returns through virtual reality #D23Expo  ,latimes,http://t.co/LiDBD0XR5k,7,4,0.406809554,0.383053841,52,38
0,"('2015-08-15 01:16:34',)",'Cabin fire' burns 100 acres in Angeles National Forest north of Glendora ,latimes,http://t.co/9PkV5fw1QY,8,5,0.390784703,0.378889538,53,39
0,"('2015-08-15 01:27:02',)",LATEST: #RockyFire fully contained — #JerusalemFire nears same fate  ,sfgate,http://t.co/TIkMmem9c0,7,7,0.430015418,0.396298907,50,37
0,"('2015-08-15 01:36:05',)",'Cabin fire' burns 100 acres in Angeles National Forest north of Glendora ,latimes,http://t.co/9PkV5fw1QY,5,5,0.490859053,0.467167022,49,36
0,"('2015-08-15 01:46:04',)","Synergy nursing home in Sunderland, ranked among worst in Mass., investigated by state after repeated complaints. ",bostonglobe,http://t.co/nofXglLYkn,6,3,0.427301913,0.412195167,50,35
0,"('2015-08-15 01:55:13',)",RT @marnieoneill7: Crime read: Bizarre #coldcase  Australia refuses to solve |  #TamamShud @newscomauHQ ,newscomauhq,http://t.co/ZXubkjbcdh,7,6,0.436085187,0.412674666,49,35
0,"('2015-08-15 02:05:08',)",How ants' amazing sense of smell controls their lives  ,latimes,http://t.co/eeRCkv4rJ4,9,6,0.421482909,0.371744044,50,36
0,"('2015-08-15 02:16:03',)",The N.Y. prison break will cost taxpayers millions of dollars.  (Photo: Journal News) ,usatoday,http://t.co/dW1LtpjWav,8,6,0.433819694,0.381077635,51,36
0,"('2015-08-15 02:25:04',)","""Do not swallow the water. Rinse off after contact.” Bacteria levels grow in Charles River:  ",bostonglobe,http://t.co/AxQnEjWV1e,9,8,0.388176686,0.365128142,54,39
0,"('2015-08-15 02:36:02',)","""Do not swallow the water. Rinse off after contact.” Bacteria levels grow in Charles River:  ",bostonglobe,http://t.co/AxQnEjWV1e,11,9,0.362845672,0.340622433,51,37
0,"('2015-08-15 02:46:44',)",Football fans give shirts to homeless ,bbcnews,http://t.co/m9c02WuE5O,10,8,0.414729455,0.338144013,50,38
0,"('2015-08-15 02:56:53',)",Adnan Januzaj Grabs Winner At Villa Park ,skynews,http://t.co/cXFqVjryas,4,4,0.554055147,0.53506917,47,37
0,"('2015-08-15 03:05:13',)",Kidnapping and sex slavery: Covering ISIS’ religious justification for rape ,nytimes,http://t.co/xYHSuJURg1,8,7,0.436269345,0.387131811,46,36
0,"('2015-08-15 03:16:04',)",Zimbabwe’s Robert Mugabe is asking Britain for human skulls ,washingtonpost,http://t.co/s63TaojFOL,4,4,0.550801458,0.525297875,46,37
0,"('2015-08-15 03:26:06',)",RT @marnieoneill7: Crime read: Bizarre #coldcase  Australia refuses to solve |  #TamamShud @newscomauHQ ,newscomauhq,http://t.co/ZXubkjbcdh,4,4,0.541455044,0.533200473,44,35
0,"('2015-08-15 03:35:05',)",RT @AJENews: Relatives grieve as China explosions death toll jumps to at least 85  ,ajenglish,http://t.co/eBqef0YRXH,4,4,0.557677522,0.528817966,42,33
0,"('2015-08-15 03:45:04',)",The closing of the Canadian mind  via @NYTOpinion ,nytimes,http://t.co/aKoJvGIBdZ,5,4,0.56280199,0.483967237,44,36
0,"('2015-08-15 03:55:04',)",Obama made us a summer mix tape. Here’s what’s on it. ,washingtonpost,http://t.co/wqUtpofASA,4,4,0.57959134,0.535378709,42,33
0,"('2015-08-15 04:05:05',)",Pigeon chooses the thug life ,newscomauhq,http://t.co/mmXW0vRXQo,4,2,0.629534025,0.554655977,44,36
0,"('2015-08-15 04:15:04',)",Chinese companies grapple with culture shock as they seek foreign markets as never before ,washingtonpost,http://t.co/6pGfHDuadk,6,5,0.460331412,0.430277385,42,34
0,"('2015-08-15 04:21:55',)",Chinese companies grapple with culture shock as they seek foreign markets as never before ,washingtonpost,http://t.co/6pGfHDuadk,3,3,0.600710825,0.594813615,41,33
0,"('2015-08-15 04:31:56',)",Are Verizon's new plans good for consumers? @jeffersongraham explains on #TalkingTech. ,usatoday,http://t.co/RaEEBZ8ngp,3,3,0.866901478,0.837522031,40,33
0,"('2015-08-15 04:42:29',)",Mourinho: Medics May Return To Chelsea Bench ,skynews,http://t.co/vVU8PoIhhx,8,5,0.415930334,0.371961004,43,34
0,"('2015-08-15 04:50:10',)",Emmy chat: Jane Krakowski discusses 'Unbreakable Kimmy Schmidt' character via @LATimesent ,latimes,http://t.co/ivm0PTvUqV,6,4,0.469483156,0.441224717,45,35
0,"('2015-08-15 05:01:09',)",Alex Bartzis contracted HIV during a downward spiral taking ice. This is his story. ,newscomauhq,http://t.co/uGDU8iMfuo,8,5,0.418747121,0.37098331,48,38
0,"('2015-08-15 05:07:30',)",RT @NYTmag: Ramiro Gomez paints homages to the Angelenos whom wealthy homeowners often fail to see.  ,nytimes,http://t.co/G8toF9fBMU,10,6,0.369364102,0.327268156,49,38
0,"('2015-08-15 05:16:13',)",Democratic candidates sound off at 'Wing Ding' in Iowa ,latimes,http://t.co/13dRAzpOxn,7,5,0.461819805,0.398666458,48,36
0,"('2015-08-15 05:24:02',)",Pigeon chooses the thug life ,newscomauhq,http://t.co/mmXW0vRXQo,4,3,0.55236107,0.514909066,50,38
0,"('2015-08-15 05:34:40',)",How a Compton skating rink helped launch N.W.A ,latimes,http://t.co/cqjQvef8gf,7,5,0.419707761,0.399399063,49,38
0,"('2015-08-15 05:44:35',)",How a Compton skating rink helped launch N.W.A ,latimes,http://t.co/cqjQvef8gf,8,6,0.402795986,0.363174898,49,39
0,"('2015-08-15 05:54:34',)","Drones should be used to cull gulls, councillor in Cumbria suggests  ",telegraph,http://t.co/t0BXJm5GO8,7,4,0.436512786,0.40080341,51,39
0,"('2015-08-15 06:05:09',)",Couples gather in Times Square to re-enact iconic V-J Day kiss  ,telegraph,http://t.co/KYgmWaaQsj,6,4,0.461083175,0.440113622,50,40
0,"('2015-08-15 06:15:21',)",Overnight cinnamon buns recipe  ,telegraph,http://t.co/ZVFNZ8rriD,9,6,0.397180534,0.358300159,52,41
0,"('2015-08-15 06:24:58',)","Wealth Matters: With an Eye to Impact, Investing Through a ‘Gender Lens’ ",nytimes,http://t.co/Sgd6uht51a,7,4,0.445956775,0.396679931,50,39
0,"('2015-08-15 06:35:07',)",Joe Biden and the long history of the one-term-pledge gimmick ,washingtonpost,http://t.co/ZaNXcLVNQG,6,4,0.462649501,0.432560126,47,38
0,"('2015-08-15 06:45:07',)",Israel treats Palestinian prisoner on hunger strike after health deteriorates ,bostonglobe,http://t.co/BG9F6izx2R,5,4,0.505519897,0.471037819,46,38
0,"('2015-08-15 06:51:56',)","Wealth Matters: With an Eye to Impact, Investing Through a ‘Gender Lens’ ",nytimes,http://t.co/Sgd6uht51a,7,5,0.438555498,0.405072296,48,39
0,"('2015-08-15 07:02:30',)","Meet Angela Merkel, a migrant baby born in Germany ",washingtonpost,http://t.co/3sJiQHD7xt,8,5,0.41578559,0.373002556,44,36
0,"('2015-08-15 07:11:01',)",How ants' amazing sense of smell controls their lives  ,latimes,http://t.co/eeRCkv4rJ4,8,6,0.435233633,0.370167603,49,39
0,"('2015-08-15 07:20:39',)","Modern Love: How a kitten eased my partner’s depression
",nytimes,http://t.co/ZcAhu5PSd4,7,5,0.429436826,0.389878124,48,37
0,"('2015-08-15 07:31:20',)",Overnight cinnamon buns recipe  ,telegraph,http://t.co/ZVFNZ8rriD,9,6,0.380716959,0.342766739,51,39
0,"('2015-08-15 07:40:56',)",The royal family is asking photographers to keep their distance  ,nytimes,http://t.co/XmWVmN2teB,6,5,0.441617438,0.416375701,54,41
0,"('2015-08-15 07:49:19',)",How ants' amazing sense of smell controls their lives  ,latimes,http://t.co/eeRCkv4rJ4,7,7,0.446284213,0.400392124,52,39
0,"('2015-08-15 08:00:15',)",.@grahnort advises a reader who has fallen for his colleague  ,telegraph,http://t.co/th9aOV2tng,9,6,0.410094984,0.353786205,54,40
0,"('2015-08-15 08:07:04',)",RT @nytimesworld: Netanyahu appoints right-wing politician as Israeli Ambassador to U.N.  ,nytimes,http://t.co/kiF93K6s6b,8,6,0.405251696,0.382062282,56,41
0,"('2015-08-15 08:17:45',)",Rights groups criticize Egypt over bloody 2013 crackdown ,bostonglobe,http://t.co/Xj3sioJOEs,10,7,0.376411136,0.335779627,54,41
0,"('2015-08-15 08:28:28',)",Disney Unveils Jack And The Beanstalk Movie ,skynews,http://t.co/rIzMX2fbmQ,8,5,0.396949325,0.378762168,57,43
0,"('2015-08-15 08:38:32',)",RT @faithcnn: Rhino mutilated by poachers treated with elephant skin in South Africa  ,cnn,http://t.co/1Mg4NRuFcR,8,5,0.392216895,0.370923207,58,45
0,"('2015-08-15 08:47:44',)","Astronomers have discovered a teensy black hole just 200,000 miles wide  ",nytimes,http://t.co/xdQ7mDiQKo,6,3,0.456168779,0.432412012,55,43
0,"('2015-08-15 08:54:23',)",Greek banks need political protection -- Heard on the Street ,wsj,http://t.co/ggBKSdtuyA,9,7,0.398261204,0.353048978,53,42
0,"('2015-08-15 09:05:10',)","Astronomers have discovered a teensy black hole just 200,000 miles wide  ",nytimes,http://t.co/xdQ7mDiQKo,7,6,0.440288308,0.396108022,53,42
0,"('2015-08-15 09:16:08',)","China blast zone evacuated over chemical contamination fears
 ",bostonglobe,http://t.co/DQDiqNA5vr,4,4,0.992198067,0.918535086,54,43
0,"('2015-08-15 09:27:06',)",Sales tax holiday is this weekend. The state has estimated annual consumer savings approaching $25 million: ,bostonglobe,http://t.co/2hxq7UBoua,10,7,0.377143877,0.329003476,50,41
0,"('2015-08-15 09:35:10',)",Disney Unveils Jack And The Beanstalk Movie ,skynews,http://t.co/rIzMX2fbmQ,6,5,0.440741476,0.414676622,47,40
0,"('2015-08-15 09:45:04',)","Morgan Schneiderlin is showing why he is United's most important signing, writes @alitweedale  ",telegraph,http://t.co/kW7TYCNVc0,5,4,0.483400636,0.45791252,46,39
0,"('2015-08-15 09:53:09',)",Why it may not matter what 2016 Republicans are saying about foreign policy  ,bw,http://t.co/nhWyh6Yn5r,5,3,0.495561634,0.478288407,47,39
0,"('2015-08-15 10:03:50',)",California set for once-in-a-generation downpour as 'Godzilla’ El Niño strikes  ,thetimes,http://t.co/os9rxS18CL,5,3,0.518037315,0.474262239,45,38
0,"('2015-08-15 10:14:24',)","China blast zone evacuated over chemical contamination fears
 ",bostonglobe,http://t.co/DQDiqNA5vr,4,4,0.988534021,0.89624693,46,39
0,"('2015-08-15 10:23:22',)",‘We will pay the butcher’s bill in blood': General issues stern warning as he becomes Army chief ,washingtonpost,http://t.co/xQLRtoJEp9,5,5,0.491891291,0.478612736,46,38
0,"('2015-08-15 10:31:43',)",Dish Network files FCC complaint regarding Sinclair Broadcast ,wsj,http://t.co/IONKNhEpbu,4,4,0.550834332,0.533993675,44,36
0,"('2015-08-15 10:40:38',)","BREAKING: Italian navy: At least 40 migrants dead, 300 rescued from overcrowded smugglers boat off Libya",ap,,4,3,0.993845896,0.951526939,44,36
0,"('2015-08-15 10:50:53',)",Inside Amazon: Wrestling Big Ideas in a Bruising Workplace ,nytimes,http://t.co/FP92BbarVO,4,4,0.527936737,0.508300345,44,35
0,"('2015-08-15 11:01:13',)",What it's like to be an Amazon employee  ,nytimes,http://t.co/5rF8JFssSF,5,4,0.492212287,0.475504151,48,37
0,"('2015-08-15 11:10:03',)",Truce in three Syrian towns breaks down as fighting resumes ,wsj,http://t.co/l4tRN1CQDs,10,6,0.386101033,0.322643041,58,46
0,"('2015-08-15 11:15:33',)",What it's like to be an Amazon employee  ,nytimes,http://t.co/5rF8JFssSF,7,5,0.459503616,0.394857586,56,45
0,"('2015-08-15 11:26:23',)","Morgan Schneiderlin is showing why he is United's most important signing, writes @alitweedale  ",telegraph,http://t.co/kW7TYCNVc0,4,2,0.530710735,0.519238344,57,45
0,"('2015-08-15 11:35:11',)",Zimbabwe presses for repatriation of skulls from Britain: ,ap,http://t.co/HXptpHFQIf,7,6,0.448496439,0.401183248,56,44
0,"('2015-08-15 11:45:12',)",RT @BBCiPlayer: Watch the full #1xtraProm on BBC iPlayer  🙌🙌▶▶  @1Xtra @bbcproms ,bbcnews,http://t.co/ORlCwa8frJ,7,5,0.405492481,0.391916733,55,43
0,"('2015-08-15 11:56:08',)",Peak District woodland up for sale ,bbcnews,http://t.co/FYt0Z3ysVU,4,4,0.565098465,0.52053862,56,44
0,"('2015-08-15 12:02:22',)",".@HBO, @netflix, and @amazon are going after your kids  ",bw,http://t.co/edT5KUWMSD,8,6,0.401894225,0.370813687,54,43
0,"('2015-08-15 12:09:26',)",RT @AP_Sports: Barcelona coach takes responsibility for stunning 4-0 loss to Bilbao in 1st leg of Spanish Super Cup ,ap,http://t.co/aiHkcGPG3k,4,4,0.524269811,0.514336832,52,42
0,"('2015-08-15 12:19:47',)",Eve Kalinik's dairy- and gluten-free recipes for sensitive stomachs  ,telegraph,http://t.co/C0vlUKdqPJ,7,5,0.43864084,0.382783511,52,42
0,"('2015-08-15 12:30:08',)",Camp boss in court over child porn ,bbcnews,http://t.co/nMUs3JdUht,5,5,0.473804695,0.458767842,56,45
0,"('2015-08-15 12:36:46',)","RT @CAL_FIRE: #JerusalemFire [update] northeast of Middletown (Lake &amp; Napa counties) is now 25,146 acres &amp; 78% contained. ",sfgate,http://t.co/3yMaM…,7,6,0.429463275,0.402231179,60,47
0,"('2015-08-15 12:46:34',)",The insanity of women's clothes sizes: ,washingtonpost,http://t.co/g1b6u3VAty,9,7,0.397170811,0.356044229,59,46
0,"('2015-08-15 12:53:03',)","RT @BBCEngland: Work to stabilise a hole in the road in Manchester is ""hindered"" by people crossing the cordon  ",bbcnews,http://t.co/cFQdOc6vku,9,8,0.41432929,0.343124459,56,43
0,"('2015-08-15 13:03:22',)","RT @CAL_FIRE: #JerusalemFire [update] northeast of Middletown (Lake &amp; Napa counties) is now 25,146 acres &amp; 78% contained. ",sfgate,http://t.co/3yMaM…,4,4,0.552858577,0.518095365,56,44
0,"('2015-08-15 13:11:12',)","""Wire"" creator scores again with HBO miniseries. ""Show Me a Hero"" premieres Sunday:  ",bostonglobe,http://t.co/w1lSMmvozd,8,6,0.395827203,0.369058513,51,39
0,"('2015-08-15 13:15:04',)","Nanny, fiance ‘split on Affleck trip’ ",newscomauhq,http://t.co/hdXOfswXKC,10,7,0.365122711,0.338695523,53,41
0,"('2015-08-15 15:15:32',)","""Wire"" creator scores again with HBO miniseries. ""Show Me a Hero"" premieres Sunday:  ",bostonglobe,http://t.co/w1lSMmvozd,6,4,0.434949035,0.414155845,54,42
0,"('2015-08-15 15:25:12',)","RT @BBCSport: HT Ireland 7-7 Scotland
 #IREvSCO #bbcrugby ",bbcnews,http://t.co/yciGvUXuyy,7,6,0.415370025,0.389802567,61,48
0,"('2015-08-15 15:35:50',)",VIDEO: Veterans mark VJ Day around Wales ,bbcnews,http://t.co/hBQ5juXsIm,7,6,0.41607416,0.395975382,62,49
0,"('2015-08-15 15:45:09',)",Dallas-area taxpayers picked up tab for more than $825K in Ebola costs: ,ap,http://t.co/ItItLLKk3o,9,6,0.376244612,0.344770492,61,48
0,"('2015-08-15 15:55:07',)","Children and teenagers are being put in solitary confinement in adult jails for safety, despite the risks ",nytimes,http://t.co/7A6g3W2T7V,6,5,0.456726476,0.423583359,62,49
0,"('2015-08-15 16:05:04',)",Trying -- and kinda succeeding -- at going the distance with an electric car  ,cnet,http://t.co/bbBGwg06H0,9,7,0.385274328,0.349089208,62,50
0,"('2015-08-15 16:15:05',)",Reclaim Australia’s scary German counterparts ,newscomauhq,http://t.co/4r82THdj51,6,5,0.446703004,0.422638717,60,49
0,"('2015-08-15 16:25:07',)",RT @greenbergerj: Aboard the @realDonaldTrump helicopter - @MarthaRaddatz with the exclusive tomorrow on @ThisWeekABC ,abc,http://t.co/I8Xxev3BYE,6,4,0.45401035,0.421542239,58,48
0,"('2015-08-15 16:33:48',)",RT @greenbergerj: Aboard the @realDonaldTrump helicopter - @MarthaRaddatz with the exclusive tomorrow on @ThisWeekABC ,abc,http://t.co/I8Xxev3BYE,8,6,0.422898215,0.381770503,59,49
0,"('2015-08-15 16:42:41',)",Computer problem causes significant flight delays at airports in the Northeast.  ,cnn,http://t.co/xQjKObZLZ0,4,4,0.971351368,0.835737146,57,47
0,"('2015-08-15 16:51:28',)",Dear Graham Norton: 'Should I marry my girlfriend whose father is bald?'  ,telegraph,http://t.co/OVprpqE3rX,5,5,0.495001655,0.476910414,56,46
0,"('2015-08-15 17:01:42',)",Cordina gold crowns GB's best Euros ,bbcnews,http://t.co/P4CUkNTDsl,7,6,0.447115396,0.410840063,55,45
0,"('2015-08-15 17:11:11',)","RT @AJENews: Syria deal: A 'population swap' or 'ethnic cleansing?'
",ajenglish,http://t.co/T315bio0qF,4,3,0.53062014,0.518539459,57,45
0,"('2015-08-15 17:20:04',)","RT @BostonGlobeArts: ""That @ManFromUNCLE is almost instantly forgettable is part of the pleasure,"" writes @tyburr  ht…",bostonglobe,http://t.co/Iqc9FWh4Qv,5,5,0.500684358,0.474577225,51,41
0,"('2015-08-15 17:30:20',)",RT @AP_Sports: Kyle Busch crashes in Sprint Cup practice at Michigan #NASCAR  ,ap,http://t.co/EoA7HIvlQH,8,6,0.406300876,0.378880576,51,39
0,"('2015-08-15 17:40:35',)","RT @BostonGlobeArts: ""That @ManFromUNCLE is almost instantly forgettable is part of the pleasure,"" writes @tyburr  ht…",bostonglobe,http://t.co/Iqc9FWh4Qv,7,5,0.466885243,0.401054413,50,38
0,"('2015-08-15 17:47:03',)",These dice are made from tusks of the ancient woolly mammoth  ,cnet,http://t.co/TJ0x4qbLMe,9,7,0.375793842,0.345126343,49,38
0,"('2015-08-15 17:57:38',)","Firefox 40 is designed for Windows 10, but the browser faces an uphill struggle  ",cnet,http://t.co/6Q9AIAxZ1y,4,3,0.574223947,0.543766834,48,37
0,"('2015-08-15 18:06:22',)",These dice are made from tusks of the ancient woolly mammoth  ,cnet,http://t.co/TJ0x4qbLMe,8,4,0.463359277,0.387583244,47,36
0,"('2015-08-15 18:14:27',)",RT @TelegraphNews: We should move quickly to eliminate the gender pay gap once and for all  ,telegraph,http://t.co/4WEn7TtN2j,6,6,0.466039229,0.425097906,50,38
0,"('2015-08-15 18:24:24',)",Camouflaged crusader hiding in bushes to clean town of dog mess  ,telegraph,http://t.co/JvtdAdMOqf,3,3,0.642865714,0.613901125,49,38
0,"('2015-08-15 18:33:48',)",Customers turn out and line up at stores for sales tax holiday  ,bostonglobe,http://t.co/Lir5VgB1MB,7,3,0.473377873,0.403923374,47,37
0,"('2015-08-15 18:44:44',)","On the beautiful, canyon road to @ZionNPS:  ",bostonglobe,http://t.co/akLrkzmJKV,4,2,0.536141275,0.507428873,47,37
0,"('2015-08-15 18:55:21',)",".@debrajsaunders: A crime wave is coming to California. Here's why:
 ",sfgate,http://t.co/7xrwUbdt5a,4,4,0.533737253,0.517028455,48,38
0,"('2015-08-15 19:05:55',)",Johnny Depp at D23 dressed as Jack Sparrow ,usatoday,http://t.co/6z4Z0e07Qw,6,5,0.480865871,0.425976533,47,37
0,"('2015-08-15 19:16:20',)",RT @TelegraphNews: We should move quickly to eliminate the gender pay gap once and for all  ,telegraph,http://t.co/4WEn7TtN2j,6,5,0.441763909,0.415137908,49,39
0,"('2015-08-15 19:19:36',)",Republican candidates agree the U.S. needs to be stronger and more feared. But a plan? That gets messy. ,nytimes,http://t.co/SzZdgWtjTi,8,4,0.411113223,0.374991667,52,42
0,"('2015-08-15 19:30:24',)","For most of the past 2 years, a 16-year-old has been kept in solitary confinement in an adult jail for his own safety ",nytimes,http://t.co/rr2bqHAmNx,5,5,0.493419152,0.466652918,51,41
0,"('2015-08-15 19:40:04',)",Martinez wants unity after protest ,bbcnews,http://t.co/6e2SffcdXt,7,4,0.41653168,0.385290413,55,44
0,"('2015-08-15 19:50:17',)",Why paying off a mortgage is about more than the money. ,wsj,http://t.co/SKa6AV73tH,5,5,0.526542949,0.465871566,57,45
0,"('2015-08-15 20:00:22',)",Why paying off a mortgage is about more than the money. ,wsj,http://t.co/SKa6AV73tH,7,5,0.416357828,0.389145694,55,44
0,"('2015-08-15 20:09:45',)","SUNDAY EXPRESS FRONT PAGE: ""Veterans hail our brave Queen"" #skypapers ",skynews,http://t.co/7ONmVhNDS5,5,1,0.96450423,0.863367711,57,45
0,"('2015-08-15 20:20:17',)",We want 'Finding Dory' now! Here's a peek at the star-studded cast: ,usatoday,http://t.co/2EbcoJZs7p,4,4,0.596580933,0.537584107,53,42
0,"('2015-08-15 20:30:06',)",Why Samsung should be nervous about its premium Galaxy smartphones  ,cnet,http://t.co/uGGZm2yVbg,6,5,0.463054386,0.440847038,56,44
0,"('2015-08-15 20:40:38',)",How bad is San Francisco’s stench?  ,sfgate,http://t.co/7DuL9LFfRv,8,6,0.39059271,0.374043918,55,43
0,"('2015-08-15 20:50:17',)",’I went to Thailand to become a dad’ ,newscomauhq,http://t.co/iJae29RfXi,8,7,0.405042959,0.372391797,55,43
0,"('2015-08-15 21:00:58',)",‘I have to fight for what I believe in’ @PattyArquette on what she’s learnt   (getty) ,thetimes,http://t.co/CbLnfiJQRr,7,6,0.426321026,0.403866276,54,42
0,"('2015-08-15 21:10:36',)","Why are American voters so angry, and why do we worry so much about their mood?  ",bw,http://t.co/lqMYM2JTiC,10,7,0.385575236,0.354429499,55,41
0,"('2015-08-15 21:16:51',)",Wham! manager Jazz Summers dies ,bbcnews,http://t.co/aFOsEViwk3,8,4,0.405333871,0.382676671,52,39
0,"('2015-08-15 21:21:44',)","In some parts of LA, 99% of street cleaning requests are filled; other areas: 1/3 are ignored  ",latimes,http://t.co/MSJzfLaIRK,7,7,0.439380268,0.408629399,50,38
0,"('2015-08-15 21:32:14',)",Cavendish sits third in omnium ,bbcnews,http://t.co/Fh20OM2m6K,7,6,0.473659467,0.399871856,51,39
0,"('2015-08-15 21:43:06',)",RT @AJENews: Sri Lanka's elections are pitting its past against its future   ,ajenglish,http://t.co/cCdOQ9almb,6,6,0.442278841,0.429490968,49,38
0,"('2015-08-15 21:50:05',)",Pakistani minister quits after claiming former spy master conspired to oust Sharif government in 2014: ,ap,http://t.co/Rk3jKeh8gX,3,3,0.642626056,0.625738304,44,35
0,"('2015-08-15 22:00:47',)","An artist spent the 1970s photographing the crazy, stylish senior citizens of Miami Beach  ",washingtonpost,http://t.co/gM8nqvTOJ7,6,5,0.474304369,0.447087208,43,34
0,"('2015-08-15 22:09:16',)","Bombs at popular Baghdad auto dealership and elsewhere in Iraq kill 22, police say: ",ap,http://t.co/36VrlIYxpk,3,2,0.629595897,0.609386035,43,35
0,"('2015-08-15 22:20:04',)",Lifeblood for children who need it most ,bbcnews,http://t.co/w1ReJZyjyp,8,6,0.466607913,0.361061487,43,34
0,"('2015-08-15 22:30:07',)","""Jurassic World"" director Colin Trevorrow to direct ""Star Wars: Episode IX"" ",ap,http://t.co/xbXY8McAC8,4,4,0.552693685,0.522284973,46,36
0,"('2015-08-15 22:38:51',)",RT @AJENews: Migrants clash as Greek island of Kos overwhelmed  ,ajenglish,http://t.co/u0BHZoL0vg,5,5,0.505137799,0.473266746,47,37
0,"('2015-08-15 22:49:19',)",Government in disarray? ‘Nonsense’ ,newscomauhq,http://t.co/HOyn7AV7ge,6,6,0.444311788,0.432678238,45,36
0,"('2015-08-15 23:00:08',)","Donald Trump, Hillary Clinton and chaos visit the Iowa State Fair ",washingtonpost,http://t.co/FDfVWGvwEV,4,3,0.979463864,0.915479579,44,35
0,"('2015-08-15 23:09:51',)",How to boost your memory  (getty) ,thetimes,http://t.co/O8JJezE0Xe,4,4,0.542823824,0.505019121,46,36
0,"('2015-08-15 23:20:16',)",You'd never guess this car was a Mercedes ,bw,http://t.co/yp8YEArBSQ,6,4,0.46691673,0.439009151,47,36
0,"('2015-08-15 23:30:05',)",You'd never guess this car was a Mercedes ,bw,http://t.co/yp8YEArBSQ,8,5,0.418967037,0.378143261,46,35
0,"('2015-08-15 23:40:02',)","If L.A. hosts the 2024 Olympics, contract could put city on the hook for any resulting debt  ",latimes,http://t.co/J5fQiGH1nl,6,4,0.462973312,0.441427407,46,36
0,"('2015-08-15 23:50:04',)",There's a shift among start-ups in the on-demand economy: Contractors are becoming employees  ,latimes,http://t.co/xcydb6Kj0d,9,5,0.393322985,0.355194932,46,36
0,"('2015-08-16 00:00:29',)",You'd never guess this car was a Mercedes ,bw,http://t.co/yp8YEArBSQ,5,5,0.487551733,0.467549729,46,35
0,"('2015-08-16 00:10:13',)",'Toy Story' fans: Prepare for Slinky coaster ,usatoday,http://t.co/euidRKGJPz,8,5,0.443641309,0.391509212,48,37
0,"('2015-08-16 00:20:04',)",In Travel: Edinburgh’s festivals are a magical magnet  ,bostonglobe,http://t.co/dtUgdU6SYa,8,5,0.405964869,0.384083515,47,36
0,"('2015-08-16 00:30:05',)","Mexico's drug cartels are bad, but what's replacing them may be worse  ",nytimes,http://t.co/LbxF9juphB,8,5,0.421744242,0.387873907,41,31
0,"('2015-08-16 00:39:57',)",RT @RevEverett: Spotted in the wild of Goodwill. #Boston2024 ,bostonglobe,http://t.co/REpv0bj3pI,4,3,0.538818426,0.521370406,40,30
0,"('2015-08-16 00:45:59',)",Cameron backs royals over paparazzi photo row   (getty) ,thetimes,http://t.co/w248QUkPqO,6,5,0.459145342,0.438114266,42,31
0,"('2015-08-16 00:55:47',)","#Disneyland, #DisneyWorld to get massive '#StarWars' expansions #StarWarsLand  ",sfgate,http://t.co/y8CsvCBJmP,5,5,0.49356769,0.46154316,43,33
0,"('2015-08-16 01:05:25',)","Flood warning issued for north central Norfolk, southeastern Middlesex counties through 1 am  ",bostonglobe,http://t.co/FPx9jfBD90,6,5,0.475133796,0.45092403,44,33
0,"('2015-08-16 01:15:36',)",Brown to speak on Labour leadership ,bbcnews,http://t.co/pRceHmWdWT,9,6,0.387045574,0.364050337,44,33
0,"('2015-08-16 01:25:29',)",Kyrgios’ mate in heated on-court exchange ,newscomauhq,http://t.co/PeG45n7Wig,8,6,0.404105352,0.375839003,41,31
0,"('2015-08-16 01:34:51',)","US Election: Calories, Choppers And Candidates ",skynews,http://t.co/yeZW4XxWyi,7,6,0.428185473,0.409352108,42,31
0,"('2015-08-16 01:45:15',)",The month that paradise turns blood red ,newscomauhq,http://t.co/8jxwmOtb4l,4,3,0.553182874,0.531150977,40,30
0,"('2015-08-16 01:54:37',)",Brown to speak on Labour leadership ,bbcnews,http://t.co/pRceHmWdWT,5,4,0.480501581,0.452409186,41,31
0,"('2015-08-16 02:05:04',)",Brown to speak on Labour leadership ,bbcnews,http://t.co/pRceHmWdWT,7,6,0.513207824,0.396607095,41,32
0,"('2015-08-16 02:11:47',)",Migrant breaches of Eurotunnel 'down' ,bbcnews,http://t.co/gN72MaDzOb,5,5,0.489541279,0.480663886,39,30
0,"('2015-08-16 02:20:14',)",Colorado toxic mine spill sheds an unforgiving light on the U.S.'s abandoned mines problem.  ,wsj,http://t.co/dxw0Wt6U3Q,5,5,0.492121613,0.467839475,39,29
0,"('2015-08-16 02:30:06',)","Inside Amazon: ""Nearly every person I worked with, I saw cry at their desk."" ",nytimes,http://t.co/vhKoWhOXB7,5,5,0.49937947,0.45315211,39,30
